time,x_m,y_m
1771102442.6018324,0.6850892293710359,0.06987402183496905
1771102450.0835962,0.6856928100121226,0.06931183299122808
1771102451.2536137,0.6855809849686247,0.06924802839905458
1771102451.822286,0.6851136141179618,0.07015747041493406
1771102459.7244728,0.6861267054722967,0.06875431913479467
1771102460.326957,0.6869460768041173,0.06810404659361749
1771102468.3239856,0.68172986412974,0.020661038854584642
1771102468.921941,0.6846352198063204,0.034266396691456126
1771102469.5156066,0.6854029179552337,0.04375109565987602
1771102475.6835434,0.6860819475905104,0.050400817397646985
1771102476.2931356,0.686842089724807,0.05606877894362955
1771102476.9019566,0.6870471025698791,0.05939640691637192
1771102477.48048,0.6871282093587041,0.0624753926842074
1771102483.6507254,0.6872032564956307,0.06422998371198475
1771102484.2329183,0.6867737355136565,0.06618675459664451
1771102484.8433056,0.6869053170430994,0.06655657104691841
1771102490.5329733,0.6870509024199536,0.06650021744593304
1771102491.1407385,0.68788372657245,0.06697576200403182
1771102491.7601566,0.6884455089008494,0.06710433570934846
1771102497.9205272,0.6883259251572418,0.06711224906662708
1771102498.517327,0.6891104862918327,0.06686427327512082
1771102504.6918519,0.6881763968059177,0.0666361803409762
1771102505.2763977,0.6886276266013115,0.06671465733384813
1771102505.863373,0.686650226867109,0.06837708793745828
1771102506.466823,0.6869409550002311,0.06817406065861072
1771102507.6356418,0.6869201358835786,0.0680262344117613
1771102514.4449162,0.686011222692861,0.06854501541105584
1771102515.04001,0.6861336854993126,0.06851334962050667
1771102515.6605577,0.6867240356605906,0.06808138344866183
1771102521.8225183,0.6866459467937037,0.06886644462381643
1771102522.4296172,0.6869276635479964,0.06875116747026605
1771102523.0248988,0.6876937161358952,0.06844435957370953
1771102523.6028583,0.6869209367081663,0.06712844829841352
1771102528.0569153,0.6865609946278082,0.06728811780683427
1771102528.6997514,0.687617257906429,0.06688316042193906
1771102529.9295988,0.6880073834621656,0.06670406547178656
1771102535.019243,0.6895775679080979,0.06713044084433405
1771102535.6009123,0.688660577894593,0.06781850211529639
1771102536.1774726,0.688080243385775,0.06770137939897171
1771102540.5352175,0.6872123463304692,0.06751508301060354
1771102542.282501,0.6858255449969684,0.06698662358918508
1771102546.04331,0.6858832011231332,0.06731259566727879
1771102546.6800294,0.6867228950084413,0.06712592463243623
1771102547.292927,0.6877105588770318,0.06741019290011291
1771102552.295905,0.687942039287529,0.06722675261425795
1771102552.8939848,0.6876429718208285,0.06790111773201515
1771102557.2666292,0.6883658342746883,0.06776614465952024
1771102557.850337,0.6882677032930882,0.06775956865135355
1771102558.4706688,0.6877019155564421,0.06728712320715742
1771102567.2323492,0.6853565511686813,0.06942295949946796
1771102567.8061898,0.6863219131034046,0.06833636408651524
1771102568.407025,0.6847130371551547,0.06953609569595542
1771102573.2814164,0.6850440514935053,0.06926282692913989
1771102573.8492074,0.6857012314421091,0.06895149635162526
1771102578.7926767,0.686543521086074,0.06819284711824378
1771102583.7634366,0.6868760388052094,0.06819275520822259
1771102584.368659,0.6867488780827996,0.06743255110863632
1771102588.7739875,0.6874945900100323,0.06755971737009359
1771102589.3711028,0.6852312838167496,0.0695083499127912
1771102589.9940033,0.6865338298284216,0.06844261054892431
1771102594.412257,0.685447826214316,0.0694623755955933
1771102595.0125546,0.6851563862387152,0.06966498050285388
1771102595.579487,0.6857293096825021,0.06897644959132006
1771102600.5625112,0.6862514945935785,0.06866667074221756
1771102601.7252603,0.6851374324564653,0.0697597882036105
1771102606.1302133,0.683746708154775,0.06890975008962637
1771102607.311415,0.6854065721565524,0.0684083675575242
1771102608.5185742,0.6867771221059953,0.0673757399739009
1771102612.9152074,0.6857865060309344,0.0681581006570406
1771102613.5085306,0.6871823740894702,0.06830247181254222
1771102614.0900602,0.6854350612402067,0.06923542282927456
1771102614.6987689,0.6849344507775429,0.06987656543863444
1771102619.6702726,0.6858359783653255,0.06878718235526146
1771102620.288033,0.686957083017638,0.0684296375961124
1771102620.887264,0.6862809638727487,0.06798523447096236
1771102626.4391432,0.6865647112558864,0.06761676558760028
1771102627.0581684,0.6855294550890687,0.06828232741283718
1771102633.3931632,0.6860373884856247,0.06866420402793855
1771102633.9851801,0.6857164595058021,0.06891918777020481
1771102634.5671291,0.6859420462396634,0.06824590598934983
1771102641.4549816,0.6864440893137722,0.06775796626868844
1771102642.102576,0.6867940396704273,0.06770718486315977
1771102648.2330594,0.6870529301929745,0.06723697095533765
1771102650.0497167,0.6869229278571087,0.0674029803006808
1771102658.048474,0.6851881655581948,0.0691754374827068
1771102658.673055,0.6850485659049712,0.07003576322767588
1771102659.2815225,0.6851695337286673,0.06946168565922715
1771102659.890759,0.6860408772766023,0.06838625626375819
1771102669.1882377,0.6865596041272808,0.06889321567772307
1771102679.2306066,0.685925982320474,0.06906976673132778
1771102679.835974,0.6864045327959242,0.0685061136413849
1771102680.4223197,0.6881805342535581,0.06813921052120872
1771102680.9821713,0.6879223675853211,0.06832033183918408
1771102681.5793934,0.6892272903215665,0.06808363657544421
1771102682.1596785,0.6869806163297637,0.06838559011359144
1771102690.7012954,0.6854868228193168,0.0703407362067984
1771102699.3241827,0.6866104184724291,0.06906944303753669
1771102699.9792168,0.6864584445973261,0.06795951246471142
1771102700.6019309,0.6863794268807611,0.06800167065550816
1771102707.3684719,0.6874787615536114,0.0672754724618041
1771102707.9518251,0.683855951979879,0.019157885901334493
1771102708.5387974,0.6857312635618402,0.03362409934865146
1771102709.0770798,0.6862683431462056,0.04397987688987108
1771102715.735857,0.6838503813481035,0.05327223338538779
1771102716.329096,0.6854799001025935,0.05785431849977614
1771102716.9182048,0.6841330186127009,0.06222058543489818
1771102723.6792085,0.6846005553340735,0.06317816766304038
1771102724.2667413,0.6867917677728729,0.0645328997594833
1771102725.4601493,0.6758631244795148,0.06965362437713205
1771102732.9263077,0.6802633867857468,0.06888466182269143
1771102733.5195017,0.68282856038713,0.06867610325179314
1771102739.7707622,0.6846976600363471,0.06781662762879417
1771102740.3800993,0.6867777189265885,0.06783164996365082
1771102740.9677906,0.685688251168354,0.06928100364463503
1771102741.5721035,0.6863093260201817,0.0691939266446721
1771102747.188632,0.684816046615611,0.0698782391425499
1771102747.7493305,0.6858255534924858,0.06877231322528005
1771102748.3431818,0.685581976787584,0.06881723457833483
1771102753.8907788,0.6846191871419702,0.06938803139126802
1771102754.4626772,0.685488318897552,0.06842420893620318
1771102755.0533714,0.6759372670072606,0.07246631960445914
1771102755.6454313,0.6797074020192007,0.07118642041741137
1771102760.0872543,0.6828826856608052,0.07046007937840096
1771102760.663246,0.6840562242707067,0.0696627725946264
1771102766.226357,0.685571350037505,0.0690777695585052
1771102766.8132772,0.686503132050107,0.06856677982036101
1771102771.2374985,0.6865381564719795,0.06694491458443642
1771102771.845095,0.6858591426027952,0.0686800597023194
1771102772.4377396,0.6860627889967557,0.06861135383184394
1771102773.009563,0.687676303073265,0.06831789645319548
1771102773.6634722,0.6881885299566775,0.021819267111725126
1771102777.4544525,0.6884371063379928,0.035873464211544095
1771102778.0404992,0.688473665289224,0.04631011706850822
1771102783.6053066,0.6774392257861457,0.05683598883053721
1771102789.2140923,0.6801293194446161,0.0598670464366347
1771102789.8015444,0.6822212962445133,0.062080208419354105
1771102790.4423995,0.6847371063332617,0.06410034629042478
1771102795.398488,0.6853546332204764,0.0642275948263446
1771102796.0028203,0.6860279692852547,0.06512951600920686
1771102796.6171393,0.6868921390177685,0.06584814154582122
1771102802.1811996,0.6864466716497394,0.06617683999036696
1771102802.772656,0.6859016087810339,0.06729406030177815
1771102803.3714473,0.6874817987704359,0.06660259673411104
1771102803.9925964,0.6873094441658272,0.06616045049904248
1771102809.6696205,0.6869667046336977,0.06630357725623744
1771102810.276289,0.6875875101813291,0.06679374387652628
1771102810.9058878,0.6877054608221442,0.06711336309135718
1771102818.9276867,0.6768159799647554,0.07068785034339373
1771102820.086883,0.6791885114948403,0.07008093614632561
1771102820.675282,0.6831745279866339,0.06933407428804561
1771102821.2814624,0.6838493494918579,0.0693445648399983
1771102822.4712644,0.6854218692412242,0.0689311738587276
1771102830.6572027,0.6846986789907642,0.06806121799699744
1771102831.8444455,0.6858111452972696,0.06696349021074106
1771102832.439626,0.686208103953938,0.06775964323167911
1771102833.0144734,0.6883306180550001,0.06759554219997033
1771102833.6407607,0.6882071214694597,0.06894508403810606
1771102834.8177555,0.6873817188993843,0.0676010991027597
1771102835.4319036,0.6855837272543635,0.06748005295990453
1771102844.3911042,0.6850569970048105,0.06851587591182304
1771102844.9516754,0.6858435514135002,0.0679596712443871
1771102845.5857708,0.6867953584659217,0.06836754838309056
1771102846.1877596,0.6876204017178452,0.06803299134207398
1771102846.791731,0.686652743409418,0.06846346416131126
1771102855.5427465,0.6879922677712363,0.06759827630751662
1771102856.7653418,0.6878006063401002,0.06759286579651741
1771102857.3828247,0.6870626394195131,0.06778454124539277
1771102857.972663,0.686595206816689,0.06861537867590088
1771102858.5800834,0.688576734487588,0.06789310622630096
1771102864.9404423,0.6890603420113252,0.06693002972495002
1771102865.5607884,0.689042144411746,0.0673248429774085
1771102866.788421,0.6850105694902509,0.06888258203492882
1771102871.1795907,0.6745390339266899,0.07273288020212426
1771102871.775558,0.6782002411282315,0.07236487869871792
1771102877.2880042,0.680698013676045,0.07088262816752507
1771102877.8495007,0.6814246636793244,0.06987924684019449
1771102878.4629354,0.680375507317074,0.07145543117891712
1771102882.8129017,0.6829013565962723,0.07002324480668287
1771102883.413323,0.6828248641401168,0.07137680428337052
1771102884.010129,0.685147238229361,0.06884506427304775
1771102888.3532746,0.6857624399489289,0.06808945818501146
1771102888.9306583,0.6868549888049067,0.06808290263735364
1771102893.852332,0.6873494992295501,0.06833283538550494
1771102894.439025,0.685986531928368,0.07000069344141402
1771102895.0632367,0.6853566989455657,0.06933940405073342
1771102899.402825,0.6867042474276163,0.0688091122116489
1771102904.3871949,0.6862199310106657,0.06994822973772813
1771102904.9597843,0.6863785306954592,0.06972710003175903
1771102905.5456002,0.6868444417859702,0.06874124263789277
1771102909.2579942,0.6865580558577264,0.06831890945282348
1771102914.314464,0.6864508528484482,0.06931282121323612
1771102919.2321644,0.6851462497727134,0.07049592262269937
1771102919.8278499,0.6853947385282024,0.06897425386464912
1771102924.2454352,0.6858653331149738,0.06814339310556035
1771102929.8997793,0.6859898489524785,0.06820343823622083
1771102930.5051558,0.6860075480989876,0.0686656747580813
1771102935.5517256,0.6861448268013829,0.06885381730779719
1771102936.1218054,0.6853658422220212,0.07011893075740322
1771102941.0164108,0.6870336868322171,0.06960774658594933
1771102941.6212566,0.6873706770217287,0.0692072124806846
1771102942.1894796,0.6860709986004996,0.06797200908702986
1771102946.5636804,0.6866356163006876,0.06757966748673605
1771102947.1631148,0.687660966516206,0.06740728176590281
1771102952.0862117,0.688065784628778,0.0673498375615145
1771102952.7179458,0.687086036755748,0.06911996868235407
1771102957.695235,0.6881811331494668,0.06869974416272674
1771102958.269728,0.6876071348738668,0.06796059065630668
1771102963.2528698,0.6883062871127975,0.06786764258291397
1771102963.8314419,0.6882110781768336,0.06824033974907785
1771102968.1677568,0.6849953253669965,0.07011039448339518
1771102969.3719468,0.6861418251030498,0.06960372909425194
1771102974.8583364,0.685064640299834,0.07030424796612966
1771102975.4529762,0.6857334835164958,0.06980150308561867
1771102976.0536065,0.6869590796481323,0.06865141802951917
1771102979.8980572,0.6867093293610798,0.06691622399462692
1771102981.1856906,0.6878035995506298,0.06683804051135639
1771102984.8796365,0.688967626641279,0.0663356820898595
1771102985.548255,0.6887743600743175,0.06666594411520882
1771102986.172846,0.6879863116121907,0.06811603493762747
1771102989.9699702,0.6874282357994626,0.06909623957845198
1771102994.8598351,0.6883369282516265,0.06924375845366494
1771102995.47149,0.687852434607459,0.06854077720026067
1771102999.7755556,0.6863571250318282,0.06982362235638281
1771103000.3497086,0.6860069963474377,0.07103027535908063
1771103000.9515657,0.6856123618990654,0.0689741876092436
1771103005.2827644,0.6854779179069882,0.06887394846321929
1771103010.8645468,0.6855599266302428,0.0688486187287713
1771103011.4691575,0.6841596083687864,0.07043958884686578
1771103015.764373,0.6853260019716997,0.07016080769134138
1771103016.3484979,0.6869740303820973,0.06961380553445617
1771103020.7877457,0.6847802050521465,0.07098104070580093
1771103021.3616698,0.6871555185409307,0.06981658876928261
1771103025.7323673,0.6863477733057056,0.06963660781710512
1771103026.3233583,0.6867221486315811,0.06992165057876347
1771103026.9073336,0.6760019069737028,0.07398652566486474
1771103031.226271,0.6781845537520275,0.07357698594608796
1771103031.8092277,0.6803093242156527,0.07209336290874652
1771103037.3749444,0.6831651674759763,0.07085160269978862
1771103043.7449229,0.6840405481232344,0.07095463666478208
1771103050.2200696,0.6847709435502076,0.06982112487930875
1771103050.8721762,0.6840668145221896,0.07089216982947498
1771103051.5046957,0.6861308348038868,0.07002145013337653
1771103057.9629574,0.6754913945574944,0.07329428232112647
1771103059.2227056,0.6799338985160899,0.07151372821323043
1771103059.828316,0.6825273117020656,0.0704246727436785
1771103068.318203,0.6837256313147757,0.0697919222840961
1771103069.5887825,0.6853791008554861,0.06935878380987812
1771103070.220872,0.6855607522095472,0.06834673391780935
1771103070.8549106,0.686672110934163,0.06800473292340936
1771103079.404286,0.6866606333983986,0.06789051001485356
1771103087.9879246,0.6843526563396087,0.06766157072094997
1771103089.256611,0.6865748689235359,0.0669341312289345
1771103089.862798,0.687300777126915,0.06724791534795564
1771103090.4812427,0.6880406427358966,0.0673917771835293
1771103091.7190337,0.6886773735075804,0.0668083678290742
1771103101.5862753,0.6780311869440007,0.07142280892476238
1771103102.2013922,0.6810167655147034,0.07003226304091627
1771103102.8280053,0.6839061973538054,0.0689942508125428
1771103104.0885272,0.6860194996650439,0.06898516283207953
1771103112.6475022,0.6867255907240967,0.06845261786951187
1771103113.2364612,0.6868880233725103,0.0679596032791582
1771103113.8473153,0.6873178704087197,0.06859209568410213
1771103122.268221,0.6875615498213402,0.06858943871088218
1771103122.9280593,0.6873556488182399,0.06918144353902511
1771103123.5353467,0.687171301561987,0.06868678301628167
1771103124.1776168,0.6876262490936103,0.06832146036905726
1771103124.8104043,0.6887137602585857,0.06711945843354826
1771103131.4074593,0.6882049299447137,0.06719978101147706
1771103132.0594785,0.686758214019663,0.0691551815393664
1771103132.6521246,0.6862404334826646,0.06940236623137074
1771103133.8577225,0.6873217345852005,0.06695788405830963
1771103142.2225764,0.6862685434411407,0.06767176224172214
1771103142.8592618,0.6865536624487549,0.0677764556693449
1771103144.0926306,0.6850144874609708,0.06914597386000308
1771103144.7253149,0.6866274633457725,0.06807249212945206
1771103151.9830985,0.6866769227832804,0.0682224942931228
1771103152.6087265,0.687494919855774,0.06822083756027478
1771103153.2463248,0.685981699827682,0.06973882189784167
1771103153.8412366,0.6859454546937909,0.06887589761543533
1771103160.513082,0.6868218980769331,0.06782230927277451
1771103161.1575038,0.687130086105354,0.0676186071222113
1771103161.8166947,0.6868813172952216,0.0678934776198239
1771103162.4291103,0.6871253351410305,0.06777315320398691
1771103163.0142112,0.6857784551547245,0.06769533770575932
1771103168.9375408,0.6868247536147183,0.06726233921540897
1771103169.5675197,0.6882483935257938,0.06729831343778053
1771103170.2187462,0.6898685116925615,0.06769317256372509
1771103176.632564,0.6881265049492744,0.06938823583276267
1771103183.0796957,0.6875301300088805,0.06867479793529417
1771103188.9862487,0.6879872661868727,0.06842382189896164
1771103189.62962,0.6872554718666559,0.06916134984676922
1771103193.6311417,0.6873291663928792,0.06838809347498293
1771103194.3486533,0.6860228458771878,0.0690285958419996
1771103195.0085273,0.6863312706217266,0.06845164503157629
1771103199.596304,0.6864655946923175,0.06825438020366636
1771103204.926477,0.6858687021096805,0.06954804754673884
1771103205.5624332,0.6752567842026471,0.07296535381309094
1771103209.5886347,0.6685861659447512,0.07604012151271371
1771103210.2066405,0.6744244283532892,0.07369312743474388
1771103210.8444765,0.6770180097057912,0.07256465767994436
1771103220.6701188,0.6785303096418511,0.07248528775446265
1771103225.2665868,0.6797879677668816,0.07269970272265458
1771103230.362769,0.681845077437118,0.0714166821766502
1771103230.9857287,0.68309559721622,0.07093700633888397
1771103235.5525477,0.6848941877273693,0.07044953297876005
1771103236.222096,0.6863338880683527,0.07003463520612796
1771103240.8473763,0.6875697734887088,0.06938125000531473
1771103241.4432273,0.6857438338098708,0.070089452242659
1771103245.3203914,0.6877811799621225,0.06899070045634918
1771103245.9506454,0.6882074518084832,0.06850183647185032
1771103246.5657048,0.6860918463789646,0.06794757409370802
1771103250.5598402,0.6851853866418713,0.06977373411755258
1771103255.1800094,0.6846760039142721,0.06963103633853177
1771103260.998447,0.6855166706752838,0.0687084400904033
1771103266.094551,0.6858501498443156,0.06775377254582521
1771103266.728837,0.6854740653651553,0.06775441369063567
1771103271.352851,0.6861386170239664,0.06900372039654404
1771103271.9578128,0.6858516876016716,0.06925330826247769
1771103276.6580524,0.6863183381516054,0.0684633614649465
1771103277.317802,0.6867395425951486,0.06780312903977222
1771103282.5147583,0.6872350582983653,0.06771203820433112
1771103283.144724,0.6859861657310655,0.06922893100731824
1771103287.1368275,0.6848280582249737,0.06845387416808875
1771103287.7685046,0.6842446993174589,0.06839516842633737
1771103288.3879614,0.6848312069662547,0.06873019236700527
1771103293.0063744,0.6852915759986319,0.06923487053939459
1771103298.2064269,0.6841628150075102,0.07020157484808642
1771103298.8331168,0.6815418192732247,0.02269961224125154
1771103299.4391963,0.6722456138871804,0.03928942542387946
1771103303.8942358,0.6778175087819256,0.04821078008800186
1771103309.1891243,0.680363423892554,0.05547330894438342
1771103309.8163009,0.6832755858467048,0.05896843256180245
1771103310.4482942,0.6837823201860582,0.061452920213269424
1771103314.407669,0.6856814133846889,0.06312957204990094
1771103315.0318072,0.686637920307419,0.0651403967892642
1771103320.2736201,0.686716381221912,0.06627952790094893
1771103320.9289174,0.6876243919906447,0.06663917343010714
1771103327.4507902,0.6870822497309359,0.0684779597715362
1771103332.0429502,0.686927579222707,0.06695632678470206
1771103332.6778,0.686887599075541,0.06768375920445113
1771103333.2686033,0.6873061702021755,0.06743710037165224
1771103339.0907056,0.6874895285074579,0.06731158551179262
1771103339.728626,0.687228305309386,0.06761010893114672
1771103345.757319,0.6879583201576468,0.06734094130874325
1771103346.359579,0.686720637346582,0.06728509201688102
1771103346.9824615,0.6879680702821165,0.0669104976883184
1771103353.3956647,0.6887073187667716,0.06729925247878032
1771103361.1484935,0.6869963231033451,0.06931359934396956
1771103361.8095684,0.6871271709996807,0.06904090120259099
1771103362.4841034,0.6849075502265969,0.07059327349800586
1771103370.9077747,0.6863015907392787,0.06968171982212283
1771103371.5577788,0.6870792942745341,0.0694043724619187
1771103380.629131,0.6873612274343733,0.06914501804642997
1771103381.2943602,0.6886780997360762,0.06904771073392388
1771103381.9045951,0.6884797404420993,0.06869176262046459
1771103382.5580623,0.688347105170872,0.06801002399692573
1771103390.459995,0.6900477599149583,0.06635235439298595
1771103391.1116009,0.6900686219215599,0.06710671074210153
1771103391.7384229,0.6888213965124697,0.06833514788027496
1771103392.3757367,0.6876789333951041,0.06835942127810889
1771103393.0273945,0.6878733808023628,0.06828333722596482
1771103393.6804287,0.6853982296495529,0.07009995243090185
1771103401.635455,0.6856666054884629,0.0693143575976284
1771103404.217719,0.6851643667298781,0.06815738152397141
1771103412.2729583,0.6846572592835156,0.06950515336637766
1771103412.8866878,0.6856896990844232,0.06912924932494251
1771103413.5517437,0.6866978865678701,0.06859770204560756
1771103414.151505,0.6858312125054661,0.06833858946749619
1771103414.7642977,0.6873441573053514,0.06772284450823553
1771103415.3895302,0.6762339879537783,0.07164842202949057
1771103425.196661,0.6785030023958267,0.07189476907725245
1771103425.861131,0.6815071884132635,0.07087188326935558
1771103426.5229897,0.6820652944124983,0.07152810679059832
1771103427.1513214,0.6836503486341936,0.07158214077550445
1771103436.402878,0.6853678449331199,0.06999292045531207
